Date,VOLATILITY INDEX VOLUME,VOLATILITY INDEX OI,S&P 500 Variance Volume,S&P 500 Variance OI,Corporate Bond High Yield Volume,Corporate Bond High Yield OI,Coporate Bond Liquid Investment Grade Volume,Coporate Bond Liquid Investment Grade OI,CBOE/CBOT 10YR US TREASURY NOTE VOLATILITY INDEX VOLUME,CBOE/CBOT 10YR US TREASURY NOTE VOLATILITY INDEX OI,BIT COIN VOLUME,BIT COIN OI,CBOE Russell 2000 Volatility Index VOLUME,CBOE Russell 2000 Volatility Index OI,CBOE EMERGING MKT VOL INDEX SEC. FUTURES VOLUME,CBOE EMERGING MKT VOL INDEX SEC. FUTURES  OI,Nasdaq-100 Volatility Index VOLUME,Nasdaq-100 Volatility Index OI,CBOE Short Term Volatility Index VOLUME,CBOE Short Term Volatility Index OI,CBOE BRAZIL EFT VOL. INDEX SEC. FUTURE VOLUME,CBOE BRAZIL EFT VOL. INDEX SEC. FUTURE OI,CBOE GOLD ETF VOLATILITY INDEX VOLUME,CBOE GOLD ETF VOLATILITY INDEX OI,CBOE OIL ETF VOL. INDEX SEC. FUTURES VOLUME,CBOE OIL ETF VOL. INDEX SEC. FUTURES OI,CBOE Mini-VIX VOLUME,CBOE Mini-VIX OI,RPX - Radar Logic 28 Day Real Estate Index VOLUME ,RPX - Radar Logic 28 Day Real Estate Index OI,3-Month Variance Volume,3-Month Variance OI,12-Month Variance VOLUME,12-Month Variance OI,CFE US Gas at the Pump VOLUME,CFE US Gas at the Pump OI,CFE Midwest Gas at the Pump VOLUME,CFE Midwest Gas at the Pump OI,CFE Rocky Mountain Gas at the Pump VOLUME,CFE Rocky Mountain Gas at the Pump OI,CFE East Coast Gas at the Pump VOLUME,CFE East Coast Gas at the Pump OI,CFE Gulf Coast Gas at the Pump VOLUME,CFE Gulf Coast Gas at the Pump OI,CFE West Coast Gas at the Pump VOLUME,CFE West Coast Gas at the Pump OI,CHINA INDEX FUTURES VOLUME,CHINA INDEX FUTURES OI,CBOE S&P 500 BUYWRITE INDEX VOLUME,CBOE S&P 500 BUYWRITE INDEX OI,CBOE Nasdaq-100 Volatility Index VOLUME,CBOE Nasdaq-100 Volatility Index OI,DJIA Volatility Index VOLUME,DJIA Volatility Index OI,CBOE Russell 2000 Volatility Index VOLUME,CBOE Russell 2000 Volatility Index OI
12/24/12,53349,330194,0,5535,,,,,,,,,,,0,280,0,3,,,2,401,7,496,0,158,27,107,0,160,,,,,,,,,,,,,,,,,,,,,,,,,,
12/26/12,85134,326237,0,5535,,,,,,,,,,,1,281,0,3,,,0,400,1,497,0,158,41,124,0,160,,,,,,,,,,,,,,,,,,,,,,,,,,
12/27/12,148376,318768,0,5650,,,,,,,,,,,54,330,1,2,,,0,400,9,501,4,158,64,143,0,160,,,,,,,,,,,,,,,,,,,,,,,,,,
12/28/12,139438,319922,488,6023,,,,,,,,,,,101,431,0,2,,,100,500,0,501,0,158,51,166,0,160,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/12,212800,326066,0,6023,,,,,,,,,,,52,381,2,2,,,51,451,1,502,0,158,78,150,0,160,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/13,221323,343703,5387,10367,,,,,,,,,,,50,331,0,0,,,50,401,0,502,0,158,141,182,0,160,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/13,148940,359025,0,10367,,,,,,,,,,,0,331,20,10,,,0,401,29,483,2,160,82,206,0,160,,,,,,,,,,,,,,,,,,,,,,,,,,
1/4/13,140344,371670,455,10822,,,,,,,,,,,101,431,0,0,,,0,401,1,484,0,160,141,256,0,160,,,,,,,,,,,,,,,,,,,,,,,,,,
1/7/13,123016,386170,1600,12422,,,,,,,,,,,2,429,0,0,,,0,401,0,484,5,165,245,331,0,160,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/13,151857,410526,500,12922,,,,,,,,,,,60,479,1,1,,,51,452,10,494,17,178,236,321,0,160,,,,,,,,,,,,,,,,,,,,,,,,,,
1/9/13,139836,427804,0,12922,,,,,,,,,,,102,378,0,1,,,0,452,100,394,8,186,58,334,0,160,,,,,,,,,,,,,,,,,,,,,,,,,,
1/10/13,121383,438038,0,12922,,,,,,,,,,,1,378,0,1,,,50,502,0,394,0,186,198,344,0,160,,,,,,,,,,,,,,,,,,,,,,,,,,
1/11/13,124217,449816,5964,18886,,,,,,,,,,,20,398,0,1,,,0,502,51,344,62,136,87,322,0,160,,,,,,,,,,,,,,,,,,,,,,,,,,
1/14/13,135625,460516,238,19007,,,,,,,,,,,4,400,0,1,,,100,502,1,343,50,86,92,342,0,160,,,,,,,,,,,,,,,,,,,,,,,,,,
1/15/13,125069,462170,373,19380,,,,,,,,,,,16,408,2,3,,,50,452,56,304,8,80,94,320,0,160,,,,,,,,,,,,,,,,,,,,,,,,,,
1/16/13,102752,472403,7955,27335,,,,,,,,,,,13,411,0,3,,,100,452,16,294,74,148,73,353,0,160,,,,,,,,,,,,,,,,,,,,,,,,,,
1/17/13,100379,419473,0,27335,,,,,,,,,,,100,479,0,3,,,50,401,80,213,0,88,52,245,0,160,,,,,,,,,,,,,,,,,,,,,,,,,,
1/18/13,154877,425822,153,27488,,,,,,,,,,,100,380,0,3,,,50,351,4,216,32,88,200,377,0,160,,,,,,,,,,,,,,,,,,,,,,,,,,
1/22/13,143214,425350,2069,13802,,,,,,,,,,,51,331,0,3,,,0,351,50,262,29,91,103,437,0,160,,,,,,,,,,,,,,,,,,,,,,,,,,
1/23/13,154211,424112,0,13802,,,,,,,,,,,50,281,6,5,,,50,301,56,318,5,96,68,475,0,160,,,,,,,,,,,,,,,,,,,,,,,,,,
1/24/13,184273,417619,0,13802,,,,,,,,,,,10,281,45,26,,,0,301,0,318,1,96,140,498,0,160,,,,,,,,,,,,,,,,,,,,,,,,,,
1/25/13,115058,415304,0,13802,,,,,,,,,,,0,281,3,3,,,0,301,55,273,0,96,32,508,0,160,,,,,,,,,,,,,,,,,,,,,,,,,,
1/28/13,103244,417642,0,13802,,,,,,,,,,,0,281,2,4,,,0,301,0,273,0,96,91,500,0,160,,,,,,,,,,,,,,,,,,,,,,,,,,
1/29/13,125554,424170,0,13802,,,,,,,,,,,100,281,0,4,,,50,251,51,324,51,145,63,522,0,160,,,,,,,,,,,,,,,,,,,,,,,,,,
1/30/13,163953,418698,0,13802,,,,,,,,,,,0,281,84,52,,,50,301,6,324,0,145,67,483,0,160,,,,,,,,,,,,,,,,,,,,,,,,,,
1/31/13,118614,418557,0,13802,,,,,,,,,,,100,381,31,43,,,100,351,100,224,40,185,42,495,0,160,,,,,,,,,,,,,,,,,,,,,,,,,,
2/1/13,178941,434347,0,13802,,,,,,,,,,,3,381,2,43,,,0,301,52,274,50,235,92,540,0,160,,,,,,,,,,,,,,,,,,,,,,,,,,
2/4/13,143703,430606,7491,15723,,,,,,,,,,,51,432,20,62,,,50,351,5,274,0,235,165,488,0,160,,,,,,,,,,,,,,,,,,,,,,,,,,
2/5/13,124596,429820,8386,24109,,,,,,,,,,,97,435,21,71,,,50,401,100,274,100,335,81,469,0,160,,,,,,,,,,,,,,,,,,,,,,,,,,
2/6/13,122529,432728,0,24109,,,,,,,,,,,152,533,0,61,,,0,401,0,274,100,235,73,477,0,160,,,,,,,,,,,,,,,,,,,,,,,,,,
2/7/13,163261,431134,1473,24703,,,,,,,,,,,0,533,0,61,,,0,401,1,273,3,235,129,437,0,160,,,,,,,,,,,,,,,,,,,,,,,,,,
2/8/13,138201,440775,0,24703,,,,,,,,,,,0,533,0,61,,,50,451,16,269,2,235,100,472,0,160,,,,,,,,,,,,,,,,,,,,,,,,,,
2/11/13,121632,438690,976,25236,,,,,,,,,,,0,533,1,61,,,0,451,53,219,27,260,81,478,0,160,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/13,158984,445319,0,25236,,,,,,,,,,,28,536,1,62,,,0,451,54,173,327,575,170,451,0,160,,,,,,,,,,,,,,,,,,,,,,,,,,
2/13/13,114444,446213,0,25236,,,,,,,,,,,1,537,3,65,,,0,451,9,173,62,626,79,478,0,160,,,,,,,,,,,,,,,,,,,,,,,,,,
2/14/13,100579,411437,0,25236,,,,,,,,,,,2,528,0,4,,,0,451,0,164,3,509,81,345,0,160,,,,,,,,,,,,,,,,,,,,,,,,,,
2/15/13,106158,418774,0,25236,,,,,,,,,,,1,529,0,4,,,100,451,51,114,202,509,183,408,0,160,,,,,,,,,,,,,,,,,,,,,,,,,,
2/19/13,141342,425770,0,8367,,,,,,,,,,,50,479,0,4,,,0,451,0,114,60,459,127,456,0,160,,,,,,,,,,,,,,,,,,,,,,,,,,
2/20/13,175378,422585,0,8367,,,,,,,,,,,204,483,0,4,,,0,451,226,220,117,359,130,417,0,160,,,,,,,,,,,,,,,,,,,,,,,,,,
2/21/13,196008,420149,0,8367,,,,,,,,,,,50,533,0,4,,,0,451,115,314,130,280,160,344,0,160,,,,,,,,,,,,,,,,,,,,,,,,,,
2/22/13,121511,415656,0,8367,,,,,,,,,,,50,583,10,4,,,0,451,150,453,9,289,74,343,0,160,,,,,,,,,,,,,,,,,,,,,,,,,,
2/25/13,302278,433278,0,8367,,,,,,,,,,,272,516,20,24,,,100,451,0,453,0,289,316,343,0,160,,,,,,,,,,,,,,,,,,,,,,,,,,
2/26/13,299566,409106,0,8367,,,,,,,,,,,267,554,20,4,,,52,503,14,454,61,249,291,310,0,160,,,,,,,,,,,,,,,,,,,,,,,,,,
2/27/13,200413,406551,0,8367,,,,,,,,,,,150,404,0,4,,,100,603,0,454,0,249,80,303,0,160,,,,,,,,,,,,,,,,,,,,,,,,,,
2/28/13,152820,401621,0,8367,,,,,,,,,,,300,376,0,4,,,50,553,0,454,119,310,97,298,50,120,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/13,171543,400118,0,8367,,,,,,,,,,,0,376,0,4,,,0,553,0,454,50,310,105,279,0,110,,,,,,,,,,,,,,,,,,,,,,,,,,
3/4/13,153747,399989,0,8367,,,,,,,,,,,150,404,20,14,,,150,601,0,454,0,310,116,289,0,110,,,,,,,,,,,,,,,,,,,,,,,,,,
3/5/13,140036,413877,0,8367,,,,,,,,,,,4,403,0,4,,,2,601,13,454,57,309,40,296,0,110,,,,,,,,,,,,,,,,,,,,,,,,,,
3/6/13,132070,418714,0,8367,,,,,,,,,,,0,403,2,4,,,0,601,10,454,16,325,30,297,0,110,,,,,,,,,,,,,,,,,,,,,,,,,,
3/7/13,113441,425580,0,8367,,,,,,,,,,,150,553,0,4,,,0,601,110,554,100,425,23,302,0,110,,,,,,,,,,,,,,,,,,,,,,,,,,
3/8/13,166378,426001,0,8367,,,,,,,,,,,112,654,1,4,,,0,601,112,654,52,429,118,351,0,110,,,,,,,,,,,,,,,,,,,,,,,,,,
3/11/13,180605,451843,0,8367,,,,,,,,,,,1,654,20,24,,,0,601,1,654,0,429,96,371,0,110,,,,,,,,,,,,,,,,,,,,,,,,,,
3/12/13,160481,434750,0,8367,,,,,,,,,,,101,655,0,24,,,0,601,1,654,64,492,106,355,0,110,,,,,,,,,,,,,,,,,,,,,,,,,,
3/13/13,125351,464620,0,8367,,,,,,,,,,,258,719,13,36,,,100,601,105,629,0,492,55,370,0,110,,,,,,,,,,,,,,,,,,,,,,,,,,
3/14/13,142490,481794,0,8367,,,,,,,,,,,204,559,40,76,,,0,501,1,628,0,492,53,376,0,110,,,,,,,,,,,,,,,,,,,,,,,,,,
3/15/13,153412,479448,0,8367,,,,,,,,,,,200,465,48,118,,,0,501,0,628,181,337,52,380,0,110,,,,,,,,,,,,,,,,,,,,,,,,,,
3/18/13,233143,467049,0,7555,,,,,,,,,,,152,416,2,120,,,0,501,65,583,18,345,232,303,0,110,,,,,,,,,,,,,,,,,,,,,,,,,,
3/19/13,298781,463432,1180,8735,,,,,,,,,,,50,466,25,135,,,101,602,102,503,3,345,222,258,0,110,,,,,,,,,,,,,,,,,,,,,,,,,,
3/20/13,183607,468625,0,8735,,,,,,,,,,,50,516,21,135,,,50,652,10,503,0,345,93,278,0,110,,,,,,,,,,,,,,,,,,,,,,,,,,
3/21/13,198369,413323,0,8735,,,,,,,,,,,102,610,0,23,,,50,701,0,461,63,336,44,219,0,110,,,,,,,,,,,,,,,,,,,,,,,,,,
3/22/13,125107,412781,0,8735,,,,,,,,,,,0,610,21,21,,,150,851,10,451,0,336,27,215,0,110,,,,,,,,,,,,,,,,,,,,,,,,,,
3/25/13,196831,407455,0,8735,,,,,,,,,,,150,460,61,62,,,0,851,100,536,2,336,64,228,0,110,,,,,,,,,,,,,,,,,,,,,,,,,,
3/26/13,126477,409747,0,8735,,,,,,,,,,,60,410,20,52,,,150,701,0,536,100,436,56,254,0,110,,,,,,,,,,,,,,,,,,,,,,,,,,
3/27/13,127497,405645,0,8735,,,,,,,,,,,0,410,10,52,,,100,601,4,540,0,436,29,255,0,110,,,,,,,,,,,,,,,,,,,,,,,,,,
3/28/13,91611,403771,0,8735,,,,,,,,,,,0,410,40,62,,,50,551,765,480,16,436,34,271,0,110,,,,,,,,,,,,,,,,,,,,,,,,,,
4/1/13,114786,406942,0,8735,,,,,,,,,,,31,411,30,62,,,0,551,30,510,10,446,25,261,0,70,,,,,,,,,,,,,,,,,,,,,,,,,,
4/2/13,136588,419124,0,8735,,,,,,,,,,,51,361,2,63,,,50,601,20,500,0,446,32,267,0,70,,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/13,194357,417154,114,8781,,,,,,,,,,,0,361,11,63,,,0,601,106,440,126,346,74,279,0,70,,,,,,,,,,,,,,,,,,,,,,,,,,
4/4/13,175475,420810,0,8781,,,,,,,,,,,100,361,0,53,,,100,701,110,440,108,251,72,306,0,70,,,,,,,,,,,,,,,,,,,,,,,,,,
4/5/13,186777,427920,0,8781,,,,,,,,,,,150,311,52,5,,,150,651,0,440,142,281,80,275,0,70,,,,,,,,,,,,,,,,,,,,,,,,,,
4/8/13,160548,437032,0,8781,,,,,,,,,,,149,336,11,16,,,150,501,50,440,0,281,38,292,0,70,,,,,,,,,,,,,,,,,,,,,,,,,,
4/9/13,164887,438715,0,8781,,,,,,,,,,,40,296,2,17,,,50,451,20,430,55,323,75,298,0,70,,,,,,,,,,,,,,,,,,,,,,,,,,
4/10/13,167998,447494,0,8781,,,,,,,,,,,0,296,1,16,,,0,451,110,397,67,369,64,304,0,70,,,,,,,,,,,,,,,,,,,,,,,,,,
4/11/13,146739,448013,0,8781,,,,,,,,,,,30,266,1,17,,,50,501,72,379,87,363,90,305,0,70,,,,,,,,,,,,,,,,,,,,,,,,,,
4/12/13,152704,459248,0,8781,,,,,,,,,,,0,266,2,16,,,0,501,541,504,206,220,70,319,0,70,,,,,,,,,,,,,,,,,,,,,,,,,,
4/15/13,449955,448057,0,8781,,,,,,,,,,,112,370,6,15,,,2,503,1488,963,326,270,250,268,0,70,,,,,,,,,,,,,,,,,,,,,,,,,,
4/16/13,305256,455094,0,8781,,,,,,,,,,,136,241,71,20,,,150,653,329,1132,882,213,171,266,0,70,,,,,,,,,,,,,,,,,,,,,,,,,,
4/17/13,334338,437447,0,8781,,,,,,,,,,,13,241,6,6,,,2,655,806,1142,126,239,146,265,0,70,,,,,,,,,,,,,,,,,,,,,,,,,,
4/18/13,247367,383552,0,8781,,,,,,,,,,,0,204,5,5,,,0,653,657,942,227,215,160,223,0,70,,,,,,,,,,,,,,,,,,,,,,,,,,
4/19/13,195037,380518,0,8781,,,,,,,,,,,2,204,0,5,,,50,703,287,1092,117,298,68,210,0,70,,,,,,,,,,,,,,,,,,,,,,,,,,
4/22/13,177969,379138,0,8781,,,,,,,,,,,0,204,0,5,,,0,703,61,1107,3,297,41,215,0,70,,,,,,,,,,,,,,,,,,,,,,,,,,
4/23/13,179255,381591,0,8781,,,,,,,,,,,0,204,5,8,,,0,703,167,1049,5,299,120,251,0,70,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/13,116874,385916,0,8781,,,,,,,,,,,50,154,0,8,,,0,703,5,1049,50,249,30,267,0,70,,,,,,,,,,,,,,,,,,,,,,,,,,
4/25/13,96598,384372,0,8781,,,,,,,,,,,50,104,2,8,,,100,703,555,1057,155,149,43,268,0,70,,,,,,,,,,,,,,,,,,,,,,,,,,
4/26/13,112767,384914,0,8781,,,,,,,,,,,0,104,0,8,,,0,703,325,1067,0,149,35,266,0,70,,,,,,,,,,,,,,,,,,,,,,,,,,
4/29/13,122946,384753,0,8781,,,,,,,,,,,0,104,4,6,,,50,653,301,1279,17,134,29,270,0,70,,,,,,,,,,,,,,,,,,,,,,,,,,
4/30/13,117539,388083,0,8781,,,,,,,,,,,100,201,2,4,,,50,603,80,1256,0,134,33,264,0,70,,,,,,,,,,,,,,,,,,,,,,,,,,
5/1/13,144093,384910,0,8781,,,,,,,,,,,0,201,0,4,,,50,653,1030,1341,32,141,45,258,0,70,,,,,,,,,,,,,,,,,,,,,,,,,,
5/2/13,128611,386241,0,8781,,,,,,,,,,,0,201,2,4,,,0,653,29,1370,7,148,64,267,0,70,,,,,,,,,,,,,,,,,,,,,,,,,,
5/3/13,130216,396770,0,8781,,,,,,,,,,,0,201,2,6,,,0,653,174,1226,0,148,94,289,0,70,,,,,,,,,,,,,,,,,,,,,,,,,,
5/6/13,102470,399767,0,8781,,,,,,,,,,,0,201,4,9,,,0,653,173,1123,25,125,40,299,0,70,,,,,,,,,,,,,,,,,,,,,,,,,,
5/7/13,112854,405092,0,8781,,,,,,,,,,,0,201,1,10,,,0,653,40,1132,0,125,313,533,0,70,,,,,,,,,,,,,,,,,,,,,,,,,,
5/8/13,107073,405782,0,8781,,,,,,,,,,,100,151,1,9,,,50,603,11,1133,15,138,96,566,0,70,,,,,,,,,,,,,,,,,,,,,,,,,,
5/9/13,142499,408299,0,8781,,,,,,,,,,,2,152,5,8,,,0,603,162,1019,26,138,62,579,0,70,,,,,,,,,,,,,,,,,,,,,,,,,,
5/10/13,153169,412393,0,8781,,,,,,,,,,,50,104,48,20,,,0,603,192,861,6,132,37,594,0,70,,,,,,,,,,,,,,,,,,,,,,,,,,
5/13/13,112691,421720,0,8781,,,,,,,,,,,50,154,15,5,,,50,553,125,846,3,130,72,603,0,70,,,,,,,,,,,,,,,,,,,,,,,,,,
5/14/13,120092,420043,0,8781,,,,,,,,,,,145,299,18,22,,,0,553,162,650,8,122,49,617,0,70,,,,,,,,,,,,,,,,,,,,,,,,,,
5/15/13,138503,422804,0,8781,,,,,,,,,,,345,204,20,4,,,50,603,266,486,32,104,61,616,0,70,,,,,,,,,,,,,,,,,,,,,,,,,,
5/16/13,137265,427890,0,8781,,,,,,,,,,,156,359,2,2,,,1,603,187,531,1,104,30,613,0,70,,,,,,,,,,,,,,,,,,,,,,,,,,
5/17/13,180637,441507,0,8781,,,,,,,,,,,75,359,0,2,,,90,643,299,569,1,104,54,640,0,70,,,,,,,,,,,,,,,,,,,,,,,,,,
5/20/13,161526,432318,0,8781,,,,,,,,,,,1,359,1,3,,,51,593,79,615,11,93,88,650,0,70,,,,,,,,,,,,,,,,,,,,,,,,,,
5/21/13,179533,434988,0,8781,,,,,,,,,,,600,466,32,34,,,25,568,191,702,41,68,36,636,0,70,,,,,,,,,,,,,,,,,,,,,,,,,,
5/22/13,180618,436793,0,8781,,,,,,,,,,,300,616,47,19,,,0,568,101,716,0,68,130,637,70,50,,,,,,,,,,,,,,,,,,,,,,,,,,
5/23/13,183789,397589,0,8781,,,,,,,,,,,5,529,45,35,,,50,601,61,565,7,35,71,511,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,
5/24/13,111559,391812,0,8781,,,,,,,,,,,150,401,0,35,,,0,601,10,555,0,35,12,512,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/28/13,149453,389387,0,8781,,,,,,,,,,,225,401,30,5,,,50,651,6,561,7,34,40,508,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/29/13,189863,384114,0,8781,,,,,,,,,,,75,326,31,36,,,1,652,23,555,11,38,60,525,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/30/13,162097,379946,0,8781,,,,,,,,,,,7,329,57,22,,,50,702,67,558,8,44,17,537,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/31/13,183788,385082,0,8781,,,,,,,,,,,75,329,56,28,,,0,702,16,558,6,50,26,545,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/3/13,230770,378941,0,8781,,,,,,,,,,,150,404,10,18,,,0,702,14,558,8,58,99,550,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/4/13,141690,372793,0,8781,,,,,,,,,,,76,404,62,18,,,0,702,11,564,0,58,20,552,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/5/13,216725,376526,0,8781,,,,,,,,,,,0,329,41,39,,,0,702,16,564,0,58,39,564,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/6/13,278820,371278,0,8781,,,,,,,,,,,0,329,31,38,,,0,702,44,583,1,57,109,599,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/7/13,196806,364493,0,8781,,,,,,,,,,,300,206,2,6,,,0,702,52,533,8,49,74,563,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/10/13,138091,365860,0,8781,,,,,,,,,,,235,361,21,27,,,0,702,55,569,14,39,44,543,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/11/13,232799,389177,0,8781,,,,,,,,,,,300,367,0,27,,,0,702,6,568,4,35,55,554,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/12/13,281547,368634,0,8781,,,,,,,,,,,11,372,41,53,,,2,704,54,521,0,35,100,599,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/13/13,253726,352138,0,8781,,,,,,,,,,,1,372,50,18,,,100,804,50,498,7,30,315,370,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/14/13,233730,345421,0,8781,,,,,,,,,,,2,372,46,34,,,0,804,122,397,0,30,70,341,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/17/13,193861,354239,0,8781,,,,,,,,,,,2,372,31,35,,,1,805,9,396,10,30,72,341,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/18/13,167245,367704,0,8781,,,,,,,,,,,83,443,4,35,,,502,705,35,375,6,34,179,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/19/13,214201,364571,0,8781,,,,,,,,,,,55,456,2,35,,,100,805,116,461,0,34,142,342,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/20/13,347889,328180,0,8781,,,,,,,,,,,18,216,45,10,,,1,602,68,369,8,29,148,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/21/13,252631,314443,0,8781,,,,,,,,,,,0,216,64,10,,,0,602,14,371,13,42,67,229,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/24/13,223876,303785,0,2887,,,,,,,,,,,354,286,0,10,,,1,603,112,233,4,46,42,244,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/25/13,165371,293710,951,3301,,,,,,,,,,,239,515,1,9,,,0,603,1,234,0,46,37,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/26/13,143137,299592,0,2350,,,,,,,,,,,10,515,0,9,,,50,553,22,255,2,44,32,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/27/13,146668,300849,0,2350,,,,,,,,,,,89,596,18,21,,,50,503,61,306,100,136,25,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/28/13,153905,298176,0,2350,,,,,,,,,,,0,596,16,7,,,25,478,16,318,2,134,32,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/13,158763,302884,0,2350,,,,,,,,,,,30,611,0,7,,,35,453,33,339,0,134,35,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/2/13,119505,301348,0,2350,,,,,,,,,,,251,400,15,22,,,1,454,30,332,11,128,16,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/3/13,93623,302189,0,2350,,,,,,,,,,,105,405,16,8,,,0,454,0,332,124,246,17,217,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/5/13,171303,314774,0,2350,,,,,,,,,,,108,313,30,8,,,1,455,5,330,35,236,48,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/8/13,195407,325969,0,2350,,,,,,,,,,,100,313,46,48,,,1,454,17,316,0,236,77,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/9/13,166102,335927,0,2350,,,,,,,,,,,102,329,46,78,,,51,454,68,319,2,236,35,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/10/13,147085,337180,0,2350,,,,,,,,,,,8,239,15,47,,,50,403,21,253,1,233,54,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/11/13,156703,344433,0,2350,,,,,,,,,,,0,239,45,6,,,100,253,13,245,8,230,75,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/12/13,122585,346331,0,2350,,,,,,,,,,,155,284,1,5,,,35,278,31,234,75,180,45,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/15/13,130015,358823,886,1936,,,,,,,,,,,17,294,1,4,,,201,177,15,233,83,117,18,217,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/16/13,187265,356401,0,1936,,,,,,,,,,,59,271,2,6,,,25,152,3,233,50,67,147,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/17/13,135314,367385,0,1936,,,,,,,,,,,31,267,1,5,,,50,102,187,273,75,64,12,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/18/13,106135,340247,14687,16623,,,,,,,,,,,0,42,28,28,,,0,100,25,175,0,59,33,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/19/13,117974,349520,0,16623,,,,,,,,,,,53,40,59,85,,,100,200,3,172,10,69,39,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/13,101920,355056,417,17040,,,,,,,,,,,100,140,70,135,,,50,225,6,166,0,69,38,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/23/13,118666,359429,0,17040,,,,,,,,,,,154,290,0,135,,,0,225,12,154,1,70,26,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/24/13,124590,360241,0,17040,,,,,,,,,,,154,144,61,77,,,0,225,13,146,7,77,30,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/25/13,107304,361447,0,17040,,,,,,,,,,,5,149,1,78,,,100,225,7,152,5,77,47,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/26/13,90429,360364,0,17040,,,,,,,,,,,27,124,20,98,,,0,225,37,144,2,77,29,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/29/13,94325,360527,0,17040,,,,,,,,,,,76,50,40,138,,,0,225,3,145,0,77,11,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/30/13,109437,362693,23140,40134,,,,,,,,,,,2,50,60,153,,,50,200,0,145,2,78,22,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/31/13,166936,369758,0,40134,,,,,,,,,,,54,44,17,139,,,0,200,56,126,0,78,48,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/13,154504,381597,0,40134,,,,,,,,,,,70,70,46,151,,,50,225,10,116,11,88,36,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/13,116767,392067,0,40134,,,,,,,,,,,0,70,15,139,,,0,225,9,116,3,87,31,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/5/13,115262,398164,20397,60531,,,,,,,,,,,50,120,0,139,,,0,225,0,116,10,77,7,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/6/13,148114,402545,0,60531,,,,,,,,,,,125,145,15,154,,,0,225,5,111,15,82,72,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,
